log,method,size0,normal0,anom0,size1,normal1,anom1,nu
log2_anom_rework_30,oc,0,0,0,1500,1038,462,0.1
log2_anom_rework_30,oc,0,0,0,1500,1038,462,0.3
log2_anom_rework_30,oc,747,531,216,753,507,246,0.5
log2_anom_rework_30,sv,0,0,0,1500,1038,462
log2_anom_skip_10,oc,66,60,6,1434,1283,151,0.05
log2_anom_skip_10,oc,119,102,17,1381,1241,140,0.1
log2_anom_skip_10,oc,811,735,76,689,608,81,0.3
log2_anom_skip_10,oc,811,735,76,689,608,81,0.5
log2_anom_skip_10,sv,0,0,0,1500,1343,157
log2_anom_all_15,oc,0,0,0,1500,1291,209,0.05
log2_anom_all_15,oc,0,0,0,1500,1291,209,0.1
log2_anom_all_15,oc,0,0,0,1500,1291,209,0.3
log2_anom_all_15,oc,1500,1291,209,0,0,0,0.5
log2_anom_all_15,sv,0,0,0,1500,1291,209
log2_anom_rework_10,oc,702,638,64,798,709,89,0.05
log2_anom_rework_10,oc,702,638,64,798,709,89,0.1
log2_anom_rework_10,oc,702,638,64,798,709,89,0.3
log2_anom_rework_10,oc,761,689,72,739,658,81,0.5
log2_anom_rework_10,sv,0,0,0,1500,1347,153
