log,method,size0,normal0,anom0,size1,normal1,anom1,nu
log1_anom_insert_20,oc,527,422,105,973,768,205,0.3
log1_anom_insert_20,oc,664,530,134,836,660,176,0.5
log1_anom_insert_20,sv,294,240,54,1206,950,256,-1
log2_anom_skip_30,oc,72,49,23,1428,1020,408,0.05
log2_anom_skip_30,oc,145,102,43,1355,967,388,0.1
log2_anom_skip_30,oc,950,675,275,550,394,156,0.3
log2_anom_skip_30,oc,950,675,275,550,394,156,0.5
log2_anom_skip_30,sv,486,339,147,1014,730,284,-1
log1_anom_insert_30,oc,78,59,19,1422,994,428,0.05
log1_anom_insert_30,oc,165,122,43,1335,931,404,0.1
log1_anom_insert_30,oc,518,377,141,982,676,306,0.3
log1_anom_insert_30,oc,912,642,270,588,411,177,0.5
log1_anom_insert_30,sv,430,301,129,1070,752,318,-1
log1_anom_skip_30,oc,68,50,18,1432,1021,411,0.05
log1_anom_skip_30,oc,157,114,43,1343,957,386,0.1
log1_anom_skip_30,oc,443,317,126,1057,754,303,0.3
log1_anom_skip_30,oc,755,532,223,745,539,206,0.5
log1_anom_skip_30,sv,306,222,84,1194,849,345,-1
log1_anom_insert_10,oc,100,88,12,1400,1261,139,0.05
log1_anom_insert_10,oc,137,119,18,1363,1230,133,0.1
log1_anom_insert_10,oc,428,378,50,1072,971,101,0.3
log1_anom_insert_10,oc,696,619,77,804,730,74,0.5
log1_anom_insert_10,sv,140,130,10,1360,1219,141,-1
log2_anom_insert_5,oc,717,682,35,783,739,44,0.05
log2_anom_insert_5,oc,717,682,35,783,739,44,0.1
log2_anom_insert_5,oc,717,682,35,783,739,44,0.3
log2_anom_insert_5,oc,717,682,35,783,739,44,0.5
log2_anom_insert_5,sv,74,70,4,1426,1351,75,-1
log2_anom_insert_10,oc,646,586,60,854,761,93,0.05
log2_anom_insert_10,oc,646,586,60,854,761,93,0.1
log2_anom_insert_10,oc,646,586,60,854,761,93,0.3
log2_anom_insert_10,oc,646,586,60,854,761,93,0.5
log2_anom_insert_10,sv,152,137,15,1348,1210,138,-1
log1_anom_all_30,oc,75,49,26,1425,1001,424,0.05
log1_anom_all_30,oc,174,123,51,1326,927,399,0.1
log1_anom_all_30,oc,396,275,121,1104,775,329,0.3
log1_anom_all_30,oc,793,545,248,707,505,202,0.5
log1_anom_all_30,sv,0,0,0,1500,1050,450,-1
log1_anom_all_5,oc,98,91,7,1402,1341,61,0.05
log1_anom_all_5,oc,132,124,8,1368,1308,60,0.1
log1_anom_all_5,oc,429,405,24,1071,1027,44,0.3
log1_anom_all_5,oc,635,606,29,865,826,39,0.5
log1_anom_all_5,sv,0,0,0,1500,1432,68,-1
log1_anom_rework_10,oc,53,51,2,1447,1311,136,0.05
log1_anom_rework_10,oc,117,108,9,1383,1254,129,0.1
log1_anom_rework_10,oc,428,384,44,1072,978,94,0.3
log1_anom_rework_10,oc,687,623,64,813,739,74,0.5
log1_anom_rework_10,sv,102,97,5,1398,1265,133,-1
log1_anom_insert_15,oc,61,47,14,1439,1228,211,0.05
log1_anom_insert_15,oc,211,174,37,1289,1101,188,0.1
log1_anom_insert_15,oc,461,384,77,1039,891,148,0.3
log1_anom_insert_15,oc,729,610,119,771,665,106,0.5
log1_anom_insert_15,sv,217,192,25,1283,1083,200,-1
log2_anom_skip_15,oc,81,68,13,1419,1205,214,0.05
log2_anom_skip_15,oc,157,136,21,1343,1137,206,0.1
log2_anom_skip_15,oc,211,180,31,1289,1093,196,0.3
log2_anom_skip_15,oc,211,180,31,1289,1093,196,0.5
log2_anom_skip_15,sv,220,188,32,1280,1085,195,-1
log1_anom_earlylate_10,oc,98,87,11,1402,1269,133,0.05
log1_anom_earlylate_10,oc,169,149,20,1331,1207,124,0.1
log1_anom_earlylate_10,oc,414,372,42,1086,984,102,0.3
log1_anom_earlylate_10,oc,624,570,54,876,786,90,0.5
log1_anom_earlylate_10,sv,0,0,0,1500,1356,144,-1
log2_anom_all_30,oc,714,522,192,786,587,199,0.05
log2_anom_all_30,oc,714,522,192,786,587,199,0.1
log2_anom_all_30,oc,714,522,192,786,587,199,0.3
log2_anom_all_30,oc,714,522,192,786,587,199,0.5
log2_anom_all_30,sv,0,0,0,1500,1109,391,-1
log2_anom_all_20,oc,0,0,0,1500,1225,275,0.05
log2_anom_all_20,oc,0,0,0,1500,1225,275,0.1
log2_anom_all_20,oc,0,0,0,1500,1225,275,0.3
log2_anom_all_20,oc,723,589,134,777,636,141,0.5
log2_anom_all_20,sv,0,0,0,1500,1225,275,-1
log1_anom_earlylate_20,oc,83,69,14,1417,1130,287,0.05
log1_anom_earlylate_20,oc,149,125,24,1351,1074,277,0.1
log1_anom_earlylate_20,oc,461,379,82,1039,820,219,0.3
log1_anom_earlylate_20,oc,798,651,147,702,548,154,0.5
log1_anom_earlylate_20,sv,0,0,0,1500,1199,301,-1
log2_anom_insert_15,oc,0,0,0,1500,1265,235,0.05
log2_anom_insert_15,oc,0,0,0,1500,1265,235,0.1
log2_anom_insert_15,oc,0,0,0,1500,1265,235,0.3
log2_anom_insert_15,oc,1289,1079,210,211,186,25,0.5
log2_anom_insert_15,sv,206,183,23,1294,1082,212,-1
log2_anom_rework_15,oc,656,558,98,844,723,121,0.05
log2_anom_rework_15,oc,656,558,98,844,723,121,0.1
log2_anom_rework_15,oc,656,558,98,844,723,121,0.3
log2_anom_rework_15,oc,753,640,113,747,641,106,0.5
log2_anom_rework_15,sv,230,189,41,1270,1092,178,-1
log1_anom_earlylate_30,oc,84,56,28,1416,1009,407,0.05
log1_anom_earlylate_30,oc,135,94,41,1365,971,394,0.1
log1_anom_earlylate_30,oc,462,331,131,1038,734,304,0.3
log1_anom_earlylate_30,oc,818,596,222,682,469,213,0.5
log1_anom_earlylate_30,sv,0,0,0,1500,1065,435,-1
log2_anom_rework_20,oc,0,0,0,1500,1208,292,0.05
log2_anom_rework_20,oc,0,0,0,1500,1208,292,0.1
log2_anom_rework_20,oc,0,0,0,1500,1208,292,0.3
log2_anom_rework_20,oc,1299,1050,249,201,158,43,0.5
log2_anom_rework_20,sv,319,256,63,1181,952,229,-1
log1,oc,73,73,0,1427,1427,0,0.05
log1,oc,142,142,0,1358,1358,0,0.1
log1,oc,437,437,0,1063,1063,0,0.3
log1,oc,658,658,0,842,842,0,0.5
log2_anom_skip_5,oc,751,712,39,749,713,36,0.05
log2_anom_skip_5,oc,751,712,39,749,713,36,0.1
log2_anom_skip_5,oc,751,712,39,749,713,36,0.3
log2_anom_skip_5,oc,751,712,39,749,713,36,0.5
log2_anom_skip_5,sv,73,69,4,1427,1356,71,-1
log2_anom_earlylate_10,oc,0,0,0,1500,1367,133,0.05
log2_anom_earlylate_10,oc,0,0,0,1500,1367,133,0.1
log2_anom_earlylate_10,oc,0,0,0,1500,1367,133,0.3
log2_anom_earlylate_10,oc,1500,1367,133,0,0,0,0.5
log2_anom_earlylate_10,sv,0,0,0,1500,1367,133,-1
log2_anom_all_10,oc,0,0,0,1500,1372,128,0.05
log2_anom_all_10,oc,0,0,0,1500,1372,128,0.1
log2_anom_all_10,oc,0,0,0,1500,1372,128,0.3
log2_anom_all_10,oc,731,657,74,769,715,54,0.5
log2_anom_all_10,sv,0,0,0,1500,1372,128,-1
log1_anom_rework_20,oc,77,66,11,1423,1166,257,0.05
log1_anom_rework_20,oc,204,176,28,1296,1056,240,0.1
log1_anom_rework_20,oc,465,391,74,1035,841,194,0.3
log1_anom_rework_20,oc,707,580,127,793,652,141,0.5
log1_anom_rework_20,sv,184,150,34,1316,1082,234,-1
log1_anom_skip_5,oc,70,65,5,1430,1353,77,0.05
log1_anom_skip_5,oc,129,121,8,1371,1297,74,0.1
log1_anom_skip_5,oc,399,381,18,1101,1037,64,0.3
log1_anom_skip_5,oc,756,719,37,744,699,45,0.5
log1_anom_skip_5,sv,34,34,0,1466,1384,82,-1
log1_anom_skip_10,oc,91,87,4,1409,1280,129,0.05
log1_anom_skip_10,oc,156,147,9,1344,1220,124,0.1
log1_anom_skip_10,oc,526,490,36,974,877,97,0.3
log1_anom_skip_10,oc,752,689,63,748,678,70,0.5
log1_anom_skip_10,sv,90,86,4,1410,1281,129,-1
log1_anom_skip_15,oc,67,56,11,1433,1206,227,0.05
log1_anom_skip_15,oc,151,126,25,1349,1136,213,0.1
log1_anom_skip_15,oc,445,371,74,1055,891,164,0.3
log1_anom_skip_15,oc,742,625,117,758,637,121,0.5
log1_anom_skip_15,sv,162,140,22,1338,1122,216,-1
log1_anom_earlylate_5,oc,53,47,6,1447,1388,59,0.05
log1_anom_earlylate_5,oc,145,135,10,1355,1300,55,0.1
log1_anom_earlylate_5,oc,383,364,19,1117,1071,46,0.3
log1_anom_earlylate_5,oc,720,687,33,780,748,32,0.5
log1_anom_earlylate_5,sv,0,0,0,1500,1435,65,-1
log2_anom_insert_20,oc,580,475,105,920,742,178,0.05
log2_anom_insert_20,oc,580,475,105,920,742,178,0.1
log2_anom_insert_20,oc,580,475,105,920,742,178,0.3
log2_anom_insert_20,oc,1190,976,214,310,241,69,0.5
log2_anom_insert_20,sv,310,241,69,1190,976,214,-1
log2_anom_skip_20,oc,80,62,18,1420,1142,278,0.05
log2_anom_skip_20,oc,150,120,30,1350,1084,266,0.1
log2_anom_skip_20,oc,865,700,165,635,504,131,0.3
log2_anom_skip_20,oc,865,700,165,635,504,131,0.5
log2_anom_skip_20,sv,294,231,63,1206,973,233,-1
log2_anom_rework_30,oc,0,0,0,1500,1034,466,0.05
log2_anom_rework_30,oc,0,0,0,1500,1034,466,0.1
log2_anom_rework_30,oc,0,0,0,1500,1034,466,0.3
log2_anom_rework_30,oc,718,496,222,782,538,244,0.5
log2_anom_rework_30,sv,425,296,129,1075,738,337,-1
log2_anom_skip_10,oc,85,75,10,1415,1282,133,0.05
log2_anom_skip_10,oc,814,745,69,686,612,74,0.1
log2_anom_skip_10,oc,814,745,69,686,612,74,0.3
log2_anom_skip_10,oc,814,745,69,686,612,74,0.5
log2_anom_skip_10,sv,144,128,16,1356,1229,127,-1
log2_anom_all_15,oc,0,0,0,1500,1293,207,0.05
log2_anom_all_15,oc,0,0,0,1500,1293,207,0.1
log2_anom_all_15,oc,0,0,0,1500,1293,207,0.3
log2_anom_all_15,oc,1500,1293,207,0,0,0,0.5
log2_anom_all_15,sv,0,0,0,1500,1293,207,-1
log2_anom_rework_10,oc,683,623,60,817,738,79,0.05
log2_anom_rework_10,oc,683,623,60,817,738,79,0.1
log2_anom_rework_10,oc,683,623,60,817,738,79,0.3
log2_anom_rework_10,oc,743,679,64,757,682,75,0.5
log2_anom_rework_10,sv,146,138,8,1354,1223,131,-1
